CODIGO_ARTICULO;ARTICULO;Presentacion;COD_GRUPO;GRUPO;CODIGO_SUBGRUPO;SUBGRUPO;CODIGO_FAMILIA;FAMILIA;EMBALAJE;CatCod;categoria;SubCatCod;subcategoria
234961;GTS SILLA COMEDOR PARA BEBE;"1 UNIDAD                                                    ";234;BELLEZA EXPRESS S.A.;"234-999        ";"PREMIOS                     ";"234-999-9999   ";"PREMIOS                                 ";1;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
234963;GTS BACINICAS DE PINGUINO;"1 UNIDAD                                                    ";234;BELLEZA EXPRESS S.A.;"234-999        ";"PREMIOS                     ";"234-999-9999   ";"PREMIOS                                 ";1;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
234965;GTS GIMNASIO - PIANO PARA BEBE;"1 UNIDAD                                                    ";234;BELLEZA EXPRESS S.A.;"234-999        ";"PREMIOS                     ";"234-999-9999   ";"PREMIOS                                 ";1;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
235045;TOALL LADYSOFT NORM CON ALAS X 8;36 PQ X 8 UND;235;DRYPERS ANDINA;"235-055        ";"PROTECCION FEMENINA         ";"235-055-1120   ";"LADYSOFT                                ";36;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235074;P¥ COTIDIAN PLUS MEDIANO;"8 PQ X 8 UND                                                ";235;DRYPERS ANDINA;"235-155        ";"PROTECCION ADULTA           ";"235-155-1115   ";"COTIDIAN                                ";8;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235107;TOALL LADYSOFT ULTRADELGADA TELA;"24 PQ X 8 UND                                               ";235;DRYPERS ANDINA;"235-055        ";"PROTECCION FEMENINA         ";"235-055-1120   ";"LADYSOFT                                ";24;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235108;TOALLA LADYSOFT NORMAL ALAS X 48 $ ESP;4 PQ X 48 UND;235;DRYPERS ANDINA;"235-055        ";"PROTECCION FEMENINA         ";"235-055-1120   ";"LADYSOFT                                ";4;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235122;PH ELITE MEGARROLLO DH 30 MTS X 4 ROLLOS;"1BTX8PQX4ROLLOS                                             ";235;DRYPERS ANDINA;235-152;HIGIENICOS;"235-152-1103   ";"PH ELITE MEGA ROLLO                     ";1;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235125;PH ELITE MEGARROLLO X 1 DOB HJ 28 MTS;"1 BT X 24 ROLLO                                             ";235;DRYPERS ANDINA;235-152;HIGIENICOS;"235-152-1103   ";"PH ELITE MEGA ROLLO                     ";1;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235126;PH ELITE MEGAROLL PROMOPACK 28 MTS X12;"1BTX4PQX12ROLLO                                             ";235;DRYPERS ANDINA;235-152;HIGIENICOS;"235-152-1103   ";"PH ELITE MEGA ROLLO                     ";1;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235192;TO COCINA ELITE ABSORB PLUS X 2 ROLL;"6 PQ X 2 ROLLOS                                             ";235;DRYPERS ANDINA;"235-053        ";"TOALLA COCINA               ";"235-053-0028   ";"TOALLAS DE COCINA                       ";6;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235193;TO COCINA ELITE ABSORB PLUS SUPER X 3 ROLL;"8 PQ X 3 ROLLOS                                             ";235;DRYPERS ANDINA;"235-053        ";"TOALLA COCINA               ";"235-053-0028   ";"TOALLAS DE COCINA                       ";8;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235195;TO COCINA ELITE ACOLCHADA DH PQ X 3 ROLL;"8 PQ X 3 ROLLOS                                             ";235;DRYPERS ANDINA;"235-053        ";"TOALLA COCINA               ";"235-053-0028   ";"TOALLAS DE COCINA                       ";8;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235234;SERV ELITE PRACTICA DOB EN 2X100;"30 PQ X 100 UND                                             ";235;DRYPERS ANDINA;"235-153        ";"SERVILLETAS ELITE           ";"235-153-0026   ";"SERVILLETAS                             ";30;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235237;SERV ELITE PRACTICA DOB EN 2X300;15 PQ X 300 UND;235;DRYPERS ANDINA;"235-153        ";"SERVILLETAS ELITE           ";"235-153-0026   ";"SERVILLETAS                             ";15;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235239;TO MANOS ELITE DH BLANCA X 150 UND;"24 UND X CAJA                                               ";235;DRYPERS ANDINA;"235-153        ";"SERVILLETAS ELITE           ";"235-153-0026   ";"SERVILLETAS                             ";24;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235251;TOALLIT HUMEDAS RESELLABLES BABYSEC X24;48 PQ X 24 UND;235;DRYPERS ANDINA;235-156;PROTECCION INFANTIL;235-156-1114;PAÑITOS HUMEDOS;48;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235252;TOALLITAS HUMEDAS BABYSEC X50;"10 PQ X 50 UDS                                              ";235;DRYPERS ANDINA;235-156;PROTECCION INFANTIL;235-156-1114;PAÑITOS HUMEDOS;10;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235254;TOALLITAS HUMEDAS BABYSEC X80;12 PQ X 80 UND;235;DRYPERS ANDINA;235-156;PROTECCION INFANTIL;235-156-1114;PAÑITOS HUMEDOS;12;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235255;PÑ BABYSEC ULTRAP XXG X 50;"6 PQ X 50 UND                                               ";235;DRYPERS ANDINA;235-156;PROTECCION INFANTIL;235-156-1008;PAÑAL BABY SEC ULTRAPROTEC;6;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235267;PÑ BABYSEC ULTRAP PEQUEÑO X30;"9 PQ X 30 UND                                               ";235;DRYPERS ANDINA;235-156;PROTECCION INFANTIL;235-156-1008;PAÑAL BABY SEC ULTRAPROTEC;9;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235268;PÑ BABYSEC ULTRAP MEDIANO X30;"9 PQ X 30 UND                                               ";235;DRYPERS ANDINA;235-156;PROTECCION INFANTIL;235-156-1008;PAÑAL BABY SEC ULTRAPROTEC;9;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235269;PÑ BABYSEC ULTRAP GRANDE X30;"9 PQ X 30 UND                                               ";235;DRYPERS ANDINA;235-156;PROTECCION INFANTIL;235-156-1008;PAÑAL BABY SEC ULTRAPROTEC;9;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235270;PÑ BABYSEC ULTRAP EXTRAGRANDE X30;"9 PQ X 30 UND                                               ";235;DRYPERS ANDINA;235-156;PROTECCION INFANTIL;235-156-1008;PAÑAL BABY SEC ULTRAPROTEC;9;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235271;PÑ BABYSEC ULTRAP XXG  X30;"9 PQ X 30 UND                                               ";235;DRYPERS ANDINA;235-156;PROTECCION INFANTIL;235-156-1008;PAÑAL BABY SEC ULTRAPROTEC;9;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235272;PÑ BABYSEC ULTRAP MEDIANO X50;"6 PQ X 50 UND                                               ";235;DRYPERS ANDINA;235-156;PROTECCION INFANTIL;235-156-1008;PAÑAL BABY SEC ULTRAPROTEC;6;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235273;PÑ BABYSEC ULTRAP GRANDE X50;"6 PQ X 50 UND                                               ";235;DRYPERS ANDINA;235-156;PROTECCION INFANTIL;235-156-1008;PAÑAL BABY SEC ULTRAPROTEC;6;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235274;PÑ BABYSEC ULTRAP EXTRA GDE X50;"6 PQ X 50 UND                                               ";235;DRYPERS ANDINA;235-156;PROTECCION INFANTIL;235-156-1008;PAÑAL BABY SEC ULTRAPROTEC;6;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235280;PÑ BABYSEC ULTRAP MEDIANO X100;3 PQ X 100 UND;235;DRYPERS ANDINA;235-156;PROTECCION INFANTIL;235-156-1008;PAÑAL BABY SEC ULTRAPROTEC;3;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235281;PÑ BABYSEC ULTRAP EXTRAGRANDE X100;3 PQ X 100 UND;235;DRYPERS ANDINA;235-156;PROTECCION INFANTIL;235-156-1008;PAÑAL BABY SEC ULTRAPROTEC;3;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235284;PÑ BABYSEC RECIEN NACIDO X 20;10 PQ X 20 UND;235;DRYPERS ANDINA;235-156;PROTECCION INFANTIL;235-156-1008;PAÑAL BABY SEC ULTRAPROTEC;10;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235296;PH ELITE DUO ROLLAZO X 12 UND 42 MTS;"1BTX4PAQX12ROLL                                             ";235;DRYPERS ANDINA;235-152;HIGIENICOS;235-152-1108;DUO;1;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235302;PH ELITE DUO  X 6UDS 38 MTS;"1BLTX5PAQX6ROLL                                             ";235;DRYPERS ANDINA;235-152;HIGIENICOS;235-152-1108;DUO;1;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235304;PH ELITE DUO X 1UD TAT;2 MEDBT X 12ROL;235;DRYPERS ANDINA;235-152;HIGIENICOS;235-152-1108;DUO;2;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235305;PH ELITE DUO EXTRAROLLO X1UD 28 MTS;"1 BT X 24 UDS                                               ";235;DRYPERS ANDINA;235-152;HIGIENICOS;235-152-1108;DUO;1;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235307;PH ELITE DUO X 12UND 35 MTS;"1BTX4PAQX12ROLL                                             ";235;DRYPERS ANDINA;235-152;HIGIENICOS;235-152-1108;DUO;1;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235308;PH ELITE DUO ROLLAZO X1 42 MTS;"1 BT X 24 UND                                               ";235;DRYPERS ANDINA;235-152;HIGIENICOS;235-152-1108;DUO;1;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235309;PH ELITE DUO ROLLAZO X1 42 MTS TAT;2 MEDBT X 12UND;235;DRYPERS ANDINA;235-152;HIGIENICOS;235-152-1108;DUO;2;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235310;PH ELITE CELESTE DH 18 MTS PAG 20 LLV 24;1BTX4PQX24ROLLOS;235;DRYPERS ANDINA;235-152;HIGIENICOS;"235-152-1103   ";"PH ELITE MEGA ROLLO                     ";1;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235312;PH ELITE DUO AMARILLO TH 28 MTS;"1BTX3PQX16ROLLO                                             ";235;DRYPERS ANDINA;235-152;HIGIENICOS;235-152-1108;DUO;1;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235313;PH ELITE DUO ROLLOTE X 1UD;1 BT X 20 UND;235;DRYPERS ANDINA;235-152;HIGIENICOS;235-152-1108;DUO;1;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235314;PH ELITE DUO ROLLOTE X 1UD - TAT;2 MEDBT X 10 ROL;235;DRYPERS ANDINA;235-152;HIGIENICOS;235-152-1102;PAPEL ELITE DUO;2;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235406;PH ELITE SUPERPR 26MTS PAG 4 LLV 6 ROLL;"1BTX8PQX6ROLLOS                                             ";235;DRYPERS ANDINA;235-152;HIGIENICOS;"235-152-1103   ";"PH ELITE MEGA ROLLO                     ";1;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235406;PH ELITE SUPERPR 26MTS PAG 4 LLV 6 ROLL;8 PQ X 6 UND;235;DRYPERS ANDINA;235-152;HIGIENICOS;"235-152-1103   ";"PH ELITE MEGA ROLLO                     ";1;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235410;PH NOBLE DOBLE HOJA 18 MTS;"1 BT X 48 UDS                                               ";235;DRYPERS ANDINA;235-152;HIGIENICOS;"235-152-2497   ";"PH NOBLE                                ";1;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235412;PH NOBLE DOBLE HOJA X 4 X 18 MTS;"1BTX12PQX4ROLLO                                             ";235;DRYPERS ANDINA;235-152;HIGIENICOS;"235-152-2497   ";"PH NOBLE                                ";1;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235446;PÑ BABYSEC ULTRAP GRANDE X 100;3 PQ X 100 UND;235;DRYPERS ANDINA;235-156;PROTECCION INFANTIL;235-156-1008;PAÑAL BABY SEC ULTRAPROTEC;3;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235451;GEL ANTIBACTERIAL ELITE X 1000 ML;"6 UND X 1000 ML                                             ";235;DRYPERS ANDINA;235-159;LINEA PROFESIONAL;235-159-1523;GEL ANTIBACTERIAL;6;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;31;ARTÍCULOS PARA LA HIGIENE CORPORAL Y ARTÍCULOS DE BELLEZA (J
235502;PH ELITE MEGAROLLO X18 ROLL DH 29 MTS;"1BTX4PQX18ROLLO                                             ";235;DRYPERS ANDINA;235-152;HIGIENICOS;"235-152-1103   ";"PH ELITE MEGA ROLLO                     ";1;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235605;PAÑAL BEBEX XXG  X30;"9 PQ X 30 UND                                               ";235;DRYPERS ANDINA;235-156;PROTECCION INFANTIL;"235-156-1009   ";"PAÑAL BEBEX                             ";9;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235606;PAÑAL BEBEX EXTRAGRANDE X100;3 PQ X 100 UND;235;DRYPERS ANDINA;235-156;PROTECCION INFANTIL;"235-156-1009   ";"PAÑAL BEBEX                             ";3;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235607;PAÑAL BEBEX GRANDE X100;3 PQ X 100 UND;235;DRYPERS ANDINA;235-156;PROTECCION INFANTIL;"235-156-1009   ";"PAÑAL BEBEX                             ";3;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235608;PAÑAL BEBEX MEDIANO X30;"9 PQ X 30 UND                                               ";235;DRYPERS ANDINA;235-156;PROTECCION INFANTIL;"235-156-1009   ";"PAÑAL BEBEX                             ";9;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235609;PAÑAL BEBEX GRANDE X30;"9 PQ X 30 UND                                               ";235;DRYPERS ANDINA;235-156;PROTECCION INFANTIL;"235-156-1009   ";"PAÑAL BEBEX                             ";9;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235610;PAÑAL BEBEX EXTRAGRANDE X30;"9 PQ X 30 UND                                               ";235;DRYPERS ANDINA;235-156;PROTECCION INFANTIL;"235-156-1009   ";"PAÑAL BEBEX                             ";9;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235611;PAÑAL BEBEX MEDIANO X50;"6 PQ X 50 UND                                               ";235;DRYPERS ANDINA;235-156;PROTECCION INFANTIL;"235-156-1009   ";"PAÑAL BEBEX                             ";6;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235612;PAÑAL BEBEX GRANDE X50;"6 PQ X 50 UND                                               ";235;DRYPERS ANDINA;235-156;PROTECCION INFANTIL;"235-156-1009   ";"PAÑAL BEBEX                             ";6;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235613;PAÑAL BEBEX EXTRAGRANDE X50;"6 PQ X 50 UND                                               ";235;DRYPERS ANDINA;235-156;PROTECCION INFANTIL;"235-156-1009   ";"PAÑAL BEBEX                             ";6;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235614;PAÑAL BEBEX GRANDE X30 INDIVIDUAL;"9 PQ X 30 UND                                               ";235;DRYPERS ANDINA;235-156;PROTECCION INFANTIL;"235-156-1009   ";"PAÑAL BEBEX                             ";9;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235615;PAÑAL BEBEX EXTRAGRANDE X30 INDIVIDUAL;"9 PQ X 30 UND                                               ";235;DRYPERS ANDINA;235-156;PROTECCION INFANTIL;"235-156-1009   ";"PAÑAL BEBEX                             ";9;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235616;PAÑAL BEBEX PEQUEÑO X 30;"9 PQ X 30 UND                                               ";235;DRYPERS ANDINA;235-156;PROTECCION INFANTIL;"235-156-1009   ";"PAÑAL BEBEX                             ";9;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235695;GTS 1PH ELITE DUO ROLLAZO;"24 UND X BULTO                                              ";235;DRYPERS ANDINA;"235-999        ";"PREMIOS                     ";"235-999-9999   ";"PREMIOS                                 ";24;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235711;PH ELITE ROSADO MAX DH X1 28 MTS;"1BT X 24 UND                                                ";235;DRYPERS ANDINA;235-152;HIGIENICOS;235-152-2382;PH ELITE ULTRA MEGA ROLLO;1;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235712;PH ELITE ULTRA MEGARROLLO X4 TH 33MTS;"1BTX8PQX4ROLLOS                                             ";235;DRYPERS ANDINA;235-152;HIGIENICOS;235-152-2382;PH ELITE ULTRA MEGA ROLLO;1;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235714;PH ELITE ULTRA EXTRAROLLO X1 22 MTS;"1BT X 24 UND                                                ";235;DRYPERS ANDINA;235-152;HIGIENICOS;235-152-2382;PH ELITE ULTRA MEGA ROLLO;1;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235715;PH ELITE ULTRA EXTRARR X1 23 MTS TAT;"2 MEDBT X 24ROL                                             ";235;DRYPERS ANDINA;235-152;HIGIENICOS;235-152-2382;PH ELITE ULTRA MEGA ROLLO;2;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235718;PH ELITE ULTRA TH 33 MTS;"1BTX4PQX12ROLLO                                             ";235;DRYPERS ANDINA;235-152;HIGIENICOS;235-152-2382;PH ELITE ULTRA MEGA ROLLO;1;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235719;PH ELITE PLUS  X4 TH 23 MTS;"1BTX8PQX4ROLLOS                                             ";235;DRYPERS ANDINA;235-152;HIGIENICOS;235-152-2382;PH ELITE ULTRA MEGA ROLLO;1;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235720;PH ELITE ULTRA TH X 6 X 33 MTS;"1BTX8PQX6ROLLOS                                             ";235;DRYPERS ANDINA;235-152;HIGIENICOS;235-152-2382;PH ELITE ULTRA MEGA ROLLO;1;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235721;PH ELITE ROSADO MAX DH X1 28 MTS - TAT;2 MEDBT X 12ROL;235;DRYPERS ANDINA;235-152;HIGIENICOS;235-152-2382;PH ELITE ULTRA MEGA ROLLO;2;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235858;GTS PH ELITE DUO ROLLAZO X1 DRYPERS;"24 UND X BULTO                                              ";235;DRYPERS ANDINA;"235-999        ";"PREMIOS                     ";"235-999-9999   ";"PREMIOS                                 ";24;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
235912;GTS PH ELITE DUO ROLLOTE X 1UD - DRYPERS;20 UND X BULTO;235;DRYPERS ANDINA;"235-999        ";"PREMIOS                     ";"235-999-9999   ";"PREMIOS                                 ";20;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
